Algorithm,category,size,trial,time_us
QuickSort,Almost,39800,1,5474
QuickSort,Almost,39800,2,5489
QuickSort,Almost,39800,3,5489
QuickSort,Almost,39800,4,5334
QuickSort,Almost,39800,5,5394
IntroSort,Almost,39800,1,3002
IntroSort,Almost,39800,2,2958
IntroSort,Almost,39800,3,2886
IntroSort,Almost,39800,4,3135
IntroSort,Almost,39800,5,2889
QuickSort,Almost,39900,1,5340
QuickSort,Almost,39900,2,5550
QuickSort,Almost,39900,3,5434
QuickSort,Almost,39900,4,5504
QuickSort,Almost,39900,5,5581
IntroSort,Almost,39900,1,3033
IntroSort,Almost,39900,2,2963
IntroSort,Almost,39900,3,2936
IntroSort,Almost,39900,4,2940
IntroSort,Almost,39900,5,3071
QuickSort,Almost,40000,1,5496
QuickSort,Almost,40000,2,5405
QuickSort,Almost,40000,3,5574
QuickSort,Almost,40000,4,5385
QuickSort,Almost,40000,5,5437
IntroSort,Almost,40000,1,2855
IntroSort,Almost,40000,2,2856
IntroSort,Almost,40000,3,2860
IntroSort,Almost,40000,4,3050
IntroSort,Almost,40000,5,3022
QuickSort,Almost,40100,1,5578
QuickSort,Almost,40100,2,5323
QuickSort,Almost,40100,3,5477
QuickSort,Almost,40100,4,5485
QuickSort,Almost,40100,5,5526
IntroSort,Almost,40100,1,2987
IntroSort,Almost,40100,2,2920
IntroSort,Almost,40100,3,2983
IntroSort,Almost,40100,4,2996
IntroSort,Almost,40100,5,2937
QuickSort,Almost,40200,1,5595
QuickSort,Almost,40200,2,5782
QuickSort,Almost,40200,3,5476
QuickSort,Almost,40200,4,5615
QuickSort,Almost,40200,5,5742
IntroSort,Almost,40200,1,2968
IntroSort,Almost,40200,2,3183
IntroSort,Almost,40200,3,3008
IntroSort,Almost,40200,4,3203
IntroSort,Almost,40200,5,2929
QuickSort,Almost,40300,1,5559
QuickSort,Almost,40300,2,5544
QuickSort,Almost,40300,3,5585
QuickSort,Almost,40300,4,5669
QuickSort,Almost,40300,5,5436
IntroSort,Almost,40300,1,3057
IntroSort,Almost,40300,2,2997
IntroSort,Almost,40300,3,3325
IntroSort,Almost,40300,4,3202
IntroSort,Almost,40300,5,3255
QuickSort,Almost,40400,1,5678
QuickSort,Almost,40400,2,5659
QuickSort,Almost,40400,3,5526
QuickSort,Almost,40400,4,5750
QuickSort,Almost,40400,5,5513
IntroSort,Almost,40400,1,3028
IntroSort,Almost,40400,2,3023
IntroSort,Almost,40400,3,3207
IntroSort,Almost,40400,4,3078
IntroSort,Almost,40400,5,3276
QuickSort,Almost,40500,1,5597
QuickSort,Almost,40500,2,5558
QuickSort,Almost,40500,3,5609
QuickSort,Almost,40500,4,5829
QuickSort,Almost,40500,5,5550
IntroSort,Almost,40500,1,3023
IntroSort,Almost,40500,2,3065
IntroSort,Almost,40500,3,3176
IntroSort,Almost,40500,4,3178
IntroSort,Almost,40500,5,2958
QuickSort,Almost,40600,1,5622
QuickSort,Almost,40600,2,5692
QuickSort,Almost,40600,3,5404
QuickSort,Almost,40600,4,5991
QuickSort,Almost,40600,5,5597
IntroSort,Almost,40600,1,3087
IntroSort,Almost,40600,2,3389
IntroSort,Almost,40600,3,2997
IntroSort,Almost,40600,4,3156
IntroSort,Almost,40600,5,3130
QuickSort,Almost,40700,1,5561
QuickSort,Almost,40700,2,5546
QuickSort,Almost,40700,3,5654
QuickSort,Almost,40700,4,5481
QuickSort,Almost,40700,5,5566
IntroSort,Almost,40700,1,3277
IntroSort,Almost,40700,2,2985
IntroSort,Almost,40700,3,3171
IntroSort,Almost,40700,4,3188
IntroSort,Almost,40700,5,3247
QuickSort,Almost,40800,1,5611
QuickSort,Almost,40800,2,5643
QuickSort,Almost,40800,3,5553
QuickSort,Almost,40800,4,5712
QuickSort,Almost,40800,5,5604
IntroSort,Almost,40800,1,3086
IntroSort,Almost,40800,2,3142
IntroSort,Almost,40800,3,2992
IntroSort,Almost,40800,4,2925
IntroSort,Almost,40800,5,3034
QuickSort,Almost,40900,1,5654
QuickSort,Almost,40900,2,5704
QuickSort,Almost,40900,3,5727
QuickSort,Almost,40900,4,5594
QuickSort,Almost,40900,5,5674
IntroSort,Almost,40900,1,3173
IntroSort,Almost,40900,2,2994
IntroSort,Almost,40900,3,3129
IntroSort,Almost,40900,4,2995
IntroSort,Almost,40900,5,3183
QuickSort,Almost,41000,1,5776
QuickSort,Almost,41000,2,5725
QuickSort,Almost,41000,3,5781
QuickSort,Almost,41000,4,5766
QuickSort,Almost,41000,5,5829
IntroSort,Almost,41000,1,2978
IntroSort,Almost,41000,2,3100
IntroSort,Almost,41000,3,3039
IntroSort,Almost,41000,4,3161
IntroSort,Almost,41000,5,2951
QuickSort,Almost,41100,1,5779
QuickSort,Almost,41100,2,5980
QuickSort,Almost,41100,3,5856
QuickSort,Almost,41100,4,5699
QuickSort,Almost,41100,5,5748
IntroSort,Almost,41100,1,2970
IntroSort,Almost,41100,2,3124
IntroSort,Almost,41100,3,3095
IntroSort,Almost,41100,4,3213
IntroSort,Almost,41100,5,3204
QuickSort,Almost,41200,1,5655
QuickSort,Almost,41200,2,5770
QuickSort,Almost,41200,3,5722
QuickSort,Almost,41200,4,5926
QuickSort,Almost,41200,5,5949
IntroSort,Almost,41200,1,3147
IntroSort,Almost,41200,2,3062
IntroSort,Almost,41200,3,3196
IntroSort,Almost,41200,4,3062
IntroSort,Almost,41200,5,3081
QuickSort,Almost,41300,1,5584
QuickSort,Almost,41300,2,5648
QuickSort,Almost,41300,3,5699
QuickSort,Almost,41300,4,5764
QuickSort,Almost,41300,5,5725
IntroSort,Almost,41300,1,3042
IntroSort,Almost,41300,2,3194
IntroSort,Almost,41300,3,3044
IntroSort,Almost,41300,4,3151
IntroSort,Almost,41300,5,3032
QuickSort,Almost,41400,1,6057
QuickSort,Almost,41400,2,5729
QuickSort,Almost,41400,3,5725
QuickSort,Almost,41400,4,5720
QuickSort,Almost,41400,5,5695
IntroSort,Almost,41400,1,3132
IntroSort,Almost,41400,2,3017
IntroSort,Almost,41400,3,3110
IntroSort,Almost,41400,4,3096
IntroSort,Almost,41400,5,3242
QuickSort,Almost,41500,1,5591
QuickSort,Almost,41500,2,5789
QuickSort,Almost,41500,3,5730
QuickSort,Almost,41500,4,5757
QuickSort,Almost,41500,5,5680
IntroSort,Almost,41500,1,3129
IntroSort,Almost,41500,2,3244
IntroSort,Almost,41500,3,3033
IntroSort,Almost,41500,4,3211
IntroSort,Almost,41500,5,3090
QuickSort,Almost,41600,1,5655
QuickSort,Almost,41600,2,5789
QuickSort,Almost,41600,3,5778
QuickSort,Almost,41600,4,5767
QuickSort,Almost,41600,5,5775
IntroSort,Almost,41600,1,3282
IntroSort,Almost,41600,2,3413
IntroSort,Almost,41600,3,3152
IntroSort,Almost,41600,4,3246
IntroSort,Almost,41600,5,3323
QuickSort,Almost,41700,1,5650
QuickSort,Almost,41700,2,6021
QuickSort,Almost,41700,3,5785
QuickSort,Almost,41700,4,5651
QuickSort,Almost,41700,5,5870
IntroSort,Almost,41700,1,3053
IntroSort,Almost,41700,2,3116
IntroSort,Almost,41700,3,3292
IntroSort,Almost,41700,4,3365
IntroSort,Almost,41700,5,3081
QuickSort,Almost,41800,1,5722
QuickSort,Almost,41800,2,5767
QuickSort,Almost,41800,3,5719
QuickSort,Almost,41800,4,5683
QuickSort,Almost,41800,5,5846
IntroSort,Almost,41800,1,3117
IntroSort,Almost,41800,2,3186
IntroSort,Almost,41800,3,3129
IntroSort,Almost,41800,4,3140
IntroSort,Almost,41800,5,3150
QuickSort,Almost,41900,1,5820
QuickSort,Almost,41900,2,5802
QuickSort,Almost,41900,3,5741
QuickSort,Almost,41900,4,5779
QuickSort,Almost,41900,5,5930
IntroSort,Almost,41900,1,3239
IntroSort,Almost,41900,2,3233
IntroSort,Almost,41900,3,3240
IntroSort,Almost,41900,4,3132
IntroSort,Almost,41900,5,3270
QuickSort,Almost,42000,1,5698
QuickSort,Almost,42000,2,5899
QuickSort,Almost,42000,3,6017
QuickSort,Almost,42000,4,5920
QuickSort,Almost,42000,5,5962
IntroSort,Almost,42000,1,3155
IntroSort,Almost,42000,2,3154
IntroSort,Almost,42000,3,3158
IntroSort,Almost,42000,4,3116
IntroSort,Almost,42000,5,3271
QuickSort,Almost,42100,1,5804
QuickSort,Almost,42100,2,5893
QuickSort,Almost,42100,3,5865
QuickSort,Almost,42100,4,5797
QuickSort,Almost,42100,5,5923
IntroSort,Almost,42100,1,3356
IntroSort,Almost,42100,2,3073
IntroSort,Almost,42100,3,3253
IntroSort,Almost,42100,4,3100
IntroSort,Almost,42100,5,3303
QuickSort,Almost,42200,1,5730
QuickSort,Almost,42200,2,6067
QuickSort,Almost,42200,3,5927
QuickSort,Almost,42200,4,5877
QuickSort,Almost,42200,5,5959
IntroSort,Almost,42200,1,3089
IntroSort,Almost,42200,2,3125
IntroSort,Almost,42200,3,3216
IntroSort,Almost,42200,4,3330
IntroSort,Almost,42200,5,3211
QuickSort,Almost,42300,1,5774
QuickSort,Almost,42300,2,5960
QuickSort,Almost,42300,3,5927
QuickSort,Almost,42300,4,5920
QuickSort,Almost,42300,5,5802
IntroSort,Almost,42300,1,3148
IntroSort,Almost,42300,2,3174
IntroSort,Almost,42300,3,3165
IntroSort,Almost,42300,4,3162
IntroSort,Almost,42300,5,3182
QuickSort,Almost,42400,1,5846
QuickSort,Almost,42400,2,5801
QuickSort,Almost,42400,3,5962
QuickSort,Almost,42400,4,5747
QuickSort,Almost,42400,5,6041
IntroSort,Almost,42400,1,3277
IntroSort,Almost,42400,2,3112
IntroSort,Almost,42400,3,3263
IntroSort,Almost,42400,4,3012
IntroSort,Almost,42400,5,3493
QuickSort,Almost,42500,1,5968
QuickSort,Almost,42500,2,5990
QuickSort,Almost,42500,3,5818
QuickSort,Almost,42500,4,5797
QuickSort,Almost,42500,5,5990
IntroSort,Almost,42500,1,3281
IntroSort,Almost,42500,2,3074
IntroSort,Almost,42500,3,3154
IntroSort,Almost,42500,4,3203
IntroSort,Almost,42500,5,3239
QuickSort,Almost,42600,1,5789
QuickSort,Almost,42600,2,6202
QuickSort,Almost,42600,3,5894
QuickSort,Almost,42600,4,5816
QuickSort,Almost,42600,5,5932
IntroSort,Almost,42600,1,3148
IntroSort,Almost,42600,2,3243
IntroSort,Almost,42600,3,3216
IntroSort,Almost,42600,4,3233
IntroSort,Almost,42600,5,3289
QuickSort,Almost,42700,1,5837
QuickSort,Almost,42700,2,5888
QuickSort,Almost,42700,3,5969
QuickSort,Almost,42700,4,6049
QuickSort,Almost,42700,5,5864
IntroSort,Almost,42700,1,3269
IntroSort,Almost,42700,2,3267
IntroSort,Almost,42700,3,3196
IntroSort,Almost,42700,4,3200
IntroSort,Almost,42700,5,3258
QuickSort,Almost,42800,1,5967
QuickSort,Almost,42800,2,5873
QuickSort,Almost,42800,3,5971
QuickSort,Almost,42800,4,5923
QuickSort,Almost,42800,5,5969
IntroSort,Almost,42800,1,3230
IntroSort,Almost,42800,2,3364
IntroSort,Almost,42800,3,3082
IntroSort,Almost,42800,4,3307
IntroSort,Almost,42800,5,3280
QuickSort,Almost,42900,1,5918
QuickSort,Almost,42900,2,5987
QuickSort,Almost,42900,3,6061
QuickSort,Almost,42900,4,5878
QuickSort,Almost,42900,5,6090
IntroSort,Almost,42900,1,3183
IntroSort,Almost,42900,2,3143
IntroSort,Almost,42900,3,3189
IntroSort,Almost,42900,4,3328
IntroSort,Almost,42900,5,3466
QuickSort,Almost,43000,1,6032
QuickSort,Almost,43000,2,6049
QuickSort,Almost,43000,3,5934
QuickSort,Almost,43000,4,6083
QuickSort,Almost,43000,5,6047
IntroSort,Almost,43000,1,3218
IntroSort,Almost,43000,2,3297
IntroSort,Almost,43000,3,3399
IntroSort,Almost,43000,4,3201
IntroSort,Almost,43000,5,3231
QuickSort,Almost,43100,1,5909
QuickSort,Almost,43100,2,6044
QuickSort,Almost,43100,3,5987
QuickSort,Almost,43100,4,5922
QuickSort,Almost,43100,5,6153
IntroSort,Almost,43100,1,3297
IntroSort,Almost,43100,2,3174
IntroSort,Almost,43100,3,3352
IntroSort,Almost,43100,4,3337
IntroSort,Almost,43100,5,3247
QuickSort,Almost,43200,1,6231
QuickSort,Almost,43200,2,5923
QuickSort,Almost,43200,3,6288
QuickSort,Almost,43200,4,6075
QuickSort,Almost,43200,5,5991
IntroSort,Almost,43200,1,3261
IntroSort,Almost,43200,2,3210
IntroSort,Almost,43200,3,3178
IntroSort,Almost,43200,4,3244
IntroSort,Almost,43200,5,3432
QuickSort,Almost,43300,1,5896
QuickSort,Almost,43300,2,5942
QuickSort,Almost,43300,3,5912
QuickSort,Almost,43300,4,5903
QuickSort,Almost,43300,5,6031
IntroSort,Almost,43300,1,3239
IntroSort,Almost,43300,2,3399
IntroSort,Almost,43300,3,3222
IntroSort,Almost,43300,4,3289
IntroSort,Almost,43300,5,3210
QuickSort,Almost,43400,1,6063
QuickSort,Almost,43400,2,5933
QuickSort,Almost,43400,3,6003
QuickSort,Almost,43400,4,5937
QuickSort,Almost,43400,5,6008
IntroSort,Almost,43400,1,3257
IntroSort,Almost,43400,2,3366
IntroSort,Almost,43400,3,3298
IntroSort,Almost,43400,4,3358
IntroSort,Almost,43400,5,3352
QuickSort,Almost,43500,1,5969
QuickSort,Almost,43500,2,5922
QuickSort,Almost,43500,3,5980
QuickSort,Almost,43500,4,6078
QuickSort,Almost,43500,5,5913
IntroSort,Almost,43500,1,3218
IntroSort,Almost,43500,2,3330
IntroSort,Almost,43500,3,3401
IntroSort,Almost,43500,4,3363
IntroSort,Almost,43500,5,3205
QuickSort,Almost,43600,1,6050
QuickSort,Almost,43600,2,5969
QuickSort,Almost,43600,3,6082
QuickSort,Almost,43600,4,5984
QuickSort,Almost,43600,5,5733
IntroSort,Almost,43600,1,3318
IntroSort,Almost,43600,2,3345
IntroSort,Almost,43600,3,3480
IntroSort,Almost,43600,4,3353
IntroSort,Almost,43600,5,3603
QuickSort,Almost,43700,1,5933
QuickSort,Almost,43700,2,6195
QuickSort,Almost,43700,3,6051
QuickSort,Almost,43700,4,5962
QuickSort,Almost,43700,5,6370
IntroSort,Almost,43700,1,3397
IntroSort,Almost,43700,2,3452
IntroSort,Almost,43700,3,3385
IntroSort,Almost,43700,4,3266
IntroSort,Almost,43700,5,3357
QuickSort,Almost,43800,1,6239
QuickSort,Almost,43800,2,6216
QuickSort,Almost,43800,3,6029
QuickSort,Almost,43800,4,6075
QuickSort,Almost,43800,5,6191
IntroSort,Almost,43800,1,3219
IntroSort,Almost,43800,2,3402
IntroSort,Almost,43800,3,3397
IntroSort,Almost,43800,4,3736
IntroSort,Almost,43800,5,3287
QuickSort,Almost,43900,1,5979
QuickSort,Almost,43900,2,6068
QuickSort,Almost,43900,3,6029
QuickSort,Almost,43900,4,6189
QuickSort,Almost,43900,5,6398
IntroSort,Almost,43900,1,3251
IntroSort,Almost,43900,2,3430
IntroSort,Almost,43900,3,3403
IntroSort,Almost,43900,4,3632
IntroSort,Almost,43900,5,3251
QuickSort,Almost,44000,1,6209
QuickSort,Almost,44000,2,6347
QuickSort,Almost,44000,3,5960
QuickSort,Almost,44000,4,6086
QuickSort,Almost,44000,5,6086
IntroSort,Almost,44000,1,3556
IntroSort,Almost,44000,2,3435
IntroSort,Almost,44000,3,3559
IntroSort,Almost,44000,4,3291
IntroSort,Almost,44000,5,3369
QuickSort,Almost,44100,1,6298
QuickSort,Almost,44100,2,6101
QuickSort,Almost,44100,3,6166
QuickSort,Almost,44100,4,6181
QuickSort,Almost,44100,5,6216
IntroSort,Almost,44100,1,3354
IntroSort,Almost,44100,2,3437
IntroSort,Almost,44100,3,3452
IntroSort,Almost,44100,4,3342
IntroSort,Almost,44100,5,3434
QuickSort,Almost,44200,1,5863
QuickSort,Almost,44200,2,5871
QuickSort,Almost,44200,3,6197
QuickSort,Almost,44200,4,5930
QuickSort,Almost,44200,5,6076
IntroSort,Almost,44200,1,3523
IntroSort,Almost,44200,2,3411
IntroSort,Almost,44200,3,3529
IntroSort,Almost,44200,4,3461
IntroSort,Almost,44200,5,3214
QuickSort,Almost,44300,1,6002
QuickSort,Almost,44300,2,6061
QuickSort,Almost,44300,3,5892
QuickSort,Almost,44300,4,6209
QuickSort,Almost,44300,5,6212
IntroSort,Almost,44300,1,3235
IntroSort,Almost,44300,2,3228
IntroSort,Almost,44300,3,3410
IntroSort,Almost,44300,4,3255
IntroSort,Almost,44300,5,3272
QuickSort,Almost,44400,1,6020
QuickSort,Almost,44400,2,6311
QuickSort,Almost,44400,3,6041
QuickSort,Almost,44400,4,6077
QuickSort,Almost,44400,5,6140
IntroSort,Almost,44400,1,3456
IntroSort,Almost,44400,2,3410
IntroSort,Almost,44400,3,3243
IntroSort,Almost,44400,4,3229
IntroSort,Almost,44400,5,3595
QuickSort,Almost,44500,1,5956
QuickSort,Almost,44500,2,6191
QuickSort,Almost,44500,3,6140
QuickSort,Almost,44500,4,6239
QuickSort,Almost,44500,5,6168
IntroSort,Almost,44500,1,3473
IntroSort,Almost,44500,2,3377
IntroSort,Almost,44500,3,3381
IntroSort,Almost,44500,4,3259
IntroSort,Almost,44500,5,3439
QuickSort,Almost,44600,1,6135
QuickSort,Almost,44600,2,6205
QuickSort,Almost,44600,3,6083
QuickSort,Almost,44600,4,6255
QuickSort,Almost,44600,5,6134
IntroSort,Almost,44600,1,3304
IntroSort,Almost,44600,2,3384
IntroSort,Almost,44600,3,3425
IntroSort,Almost,44600,4,3227
IntroSort,Almost,44600,5,3554
QuickSort,Almost,44700,1,6087
QuickSort,Almost,44700,2,6117
QuickSort,Almost,44700,3,6191
QuickSort,Almost,44700,4,6040
QuickSort,Almost,44700,5,6240
IntroSort,Almost,44700,1,3326
IntroSort,Almost,44700,2,3338
IntroSort,Almost,44700,3,3354
IntroSort,Almost,44700,4,3446
IntroSort,Almost,44700,5,3319
QuickSort,Almost,44800,1,6174
QuickSort,Almost,44800,2,6242
QuickSort,Almost,44800,3,6162
QuickSort,Almost,44800,4,6120
QuickSort,Almost,44800,5,6146
IntroSort,Almost,44800,1,3257
IntroSort,Almost,44800,2,3417
IntroSort,Almost,44800,3,3355
IntroSort,Almost,44800,4,3334
IntroSort,Almost,44800,5,3485
QuickSort,Almost,44900,1,6159
QuickSort,Almost,44900,2,6134
QuickSort,Almost,44900,3,6298
QuickSort,Almost,44900,4,6245
QuickSort,Almost,44900,5,6239
IntroSort,Almost,44900,1,3370
IntroSort,Almost,44900,2,3337
IntroSort,Almost,44900,3,3362
IntroSort,Almost,44900,4,3369
IntroSort,Almost,44900,5,3342
QuickSort,Almost,45000,1,6414
QuickSort,Almost,45000,2,6317
QuickSort,Almost,45000,3,6317
QuickSort,Almost,45000,4,6678
QuickSort,Almost,45000,5,6359
IntroSort,Almost,45000,1,3435
IntroSort,Almost,45000,2,3381
IntroSort,Almost,45000,3,3372
IntroSort,Almost,45000,4,3907
IntroSort,Almost,45000,5,3554
QuickSort,Almost,45100,1,6579
QuickSort,Almost,45100,2,6093
QuickSort,Almost,45100,3,6211
QuickSort,Almost,45100,4,6258
QuickSort,Almost,45100,5,6305
IntroSort,Almost,45100,1,3474
IntroSort,Almost,45100,2,3462
IntroSort,Almost,45100,3,3460
IntroSort,Almost,45100,4,3534
IntroSort,Almost,45100,5,3589
QuickSort,Almost,45200,1,6254
QuickSort,Almost,45200,2,6087
QuickSort,Almost,45200,3,6183
QuickSort,Almost,45200,4,6416
QuickSort,Almost,45200,5,6254
IntroSort,Almost,45200,1,3375
IntroSort,Almost,45200,2,3840
IntroSort,Almost,45200,3,3329
IntroSort,Almost,45200,4,3700
IntroSort,Almost,45200,5,3325
QuickSort,Almost,45300,1,6122
QuickSort,Almost,45300,2,6179
QuickSort,Almost,45300,3,6267
QuickSort,Almost,45300,4,6302
QuickSort,Almost,45300,5,6377
IntroSort,Almost,45300,1,3366
IntroSort,Almost,45300,2,3467
IntroSort,Almost,45300,3,3577
IntroSort,Almost,45300,4,3350
IntroSort,Almost,45300,5,3338
QuickSort,Almost,45400,1,6338
QuickSort,Almost,45400,2,6106
QuickSort,Almost,45400,3,6294
QuickSort,Almost,45400,4,6417
QuickSort,Almost,45400,5,6288
IntroSort,Almost,45400,1,3259
IntroSort,Almost,45400,2,3490
IntroSort,Almost,45400,3,3546
IntroSort,Almost,45400,4,3691
IntroSort,Almost,45400,5,3365
QuickSort,Almost,45500,1,6246
QuickSort,Almost,45500,2,6159
QuickSort,Almost,45500,3,6303
QuickSort,Almost,45500,4,6656
QuickSort,Almost,45500,5,6134
IntroSort,Almost,45500,1,3574
IntroSort,Almost,45500,2,3292
IntroSort,Almost,45500,3,3326
IntroSort,Almost,45500,4,3662
IntroSort,Almost,45500,5,3543
QuickSort,Almost,45600,1,6370
QuickSort,Almost,45600,2,6366
QuickSort,Almost,45600,3,6109
QuickSort,Almost,45600,4,6332
QuickSort,Almost,45600,5,6342
IntroSort,Almost,45600,1,3431
IntroSort,Almost,45600,2,3471
IntroSort,Almost,45600,3,3444
IntroSort,Almost,45600,4,3439
IntroSort,Almost,45600,5,3400
QuickSort,Almost,45700,1,6192
QuickSort,Almost,45700,2,6369
QuickSort,Almost,45700,3,6416
QuickSort,Almost,45700,4,6328
QuickSort,Almost,45700,5,6257
IntroSort,Almost,45700,1,3544
IntroSort,Almost,45700,2,3393
IntroSort,Almost,45700,3,3665
IntroSort,Almost,45700,4,3493
IntroSort,Almost,45700,5,3440
QuickSort,Almost,45800,1,6293
QuickSort,Almost,45800,2,6425
QuickSort,Almost,45800,3,6316
QuickSort,Almost,45800,4,6425
QuickSort,Almost,45800,5,6290
IntroSort,Almost,45800,1,3487
IntroSort,Almost,45800,2,3593
IntroSort,Almost,45800,3,3557
IntroSort,Almost,45800,4,3443
IntroSort,Almost,45800,5,3342
QuickSort,Almost,45900,1,6291
QuickSort,Almost,45900,2,6398
QuickSort,Almost,45900,3,6180
QuickSort,Almost,45900,4,6344
QuickSort,Almost,45900,5,6441
IntroSort,Almost,45900,1,3276
IntroSort,Almost,45900,2,3525
IntroSort,Almost,45900,3,3457
IntroSort,Almost,45900,4,3542
IntroSort,Almost,45900,5,3439
QuickSort,Almost,46000,1,6472
QuickSort,Almost,46000,2,6358
QuickSort,Almost,46000,3,6335
QuickSort,Almost,46000,4,6234
QuickSort,Almost,46000,5,6372
IntroSort,Almost,46000,1,3588
IntroSort,Almost,46000,2,3473
IntroSort,Almost,46000,3,3492
IntroSort,Almost,46000,4,3584
IntroSort,Almost,46000,5,3482
QuickSort,Almost,46100,1,6222
QuickSort,Almost,46100,2,6195
QuickSort,Almost,46100,3,6396
QuickSort,Almost,46100,4,6194
QuickSort,Almost,46100,5,6344
IntroSort,Almost,46100,1,3652
IntroSort,Almost,46100,2,3301
IntroSort,Almost,46100,3,3421
IntroSort,Almost,46100,4,3399
IntroSort,Almost,46100,5,3444
QuickSort,Almost,46200,1,6298
QuickSort,Almost,46200,2,6384
QuickSort,Almost,46200,3,6257
QuickSort,Almost,46200,4,6496
QuickSort,Almost,46200,5,6200
IntroSort,Almost,46200,1,3648
IntroSort,Almost,46200,2,3433
IntroSort,Almost,46200,3,3520
IntroSort,Almost,46200,4,3719
IntroSort,Almost,46200,5,3542
QuickSort,Almost,46300,1,6504
QuickSort,Almost,46300,2,6351
QuickSort,Almost,46300,3,6367
QuickSort,Almost,46300,4,6443
QuickSort,Almost,46300,5,6312
IntroSort,Almost,46300,1,3740
IntroSort,Almost,46300,2,3480
IntroSort,Almost,46300,3,3453
IntroSort,Almost,46300,4,3447
IntroSort,Almost,46300,5,3435
QuickSort,Almost,46400,1,6354
QuickSort,Almost,46400,2,6252
QuickSort,Almost,46400,3,6528
QuickSort,Almost,46400,4,6447
QuickSort,Almost,46400,5,6333
IntroSort,Almost,46400,1,3618
IntroSort,Almost,46400,2,3669
IntroSort,Almost,46400,3,3578
IntroSort,Almost,46400,4,3447
IntroSort,Almost,46400,5,3484
QuickSort,Almost,46500,1,6666
QuickSort,Almost,46500,2,6370
QuickSort,Almost,46500,3,6455
QuickSort,Almost,46500,4,6552
QuickSort,Almost,46500,5,6336
IntroSort,Almost,46500,1,3537
IntroSort,Almost,46500,2,3614
IntroSort,Almost,46500,3,3559
IntroSort,Almost,46500,4,3410
IntroSort,Almost,46500,5,3495
QuickSort,Almost,46600,1,6294
QuickSort,Almost,46600,2,6400
QuickSort,Almost,46600,3,6281
QuickSort,Almost,46600,4,6366
QuickSort,Almost,46600,5,6466
IntroSort,Almost,46600,1,3388
IntroSort,Almost,46600,2,3551
IntroSort,Almost,46600,3,3463
IntroSort,Almost,46600,4,3399
IntroSort,Almost,46600,5,3458
QuickSort,Almost,46700,1,6460
QuickSort,Almost,46700,2,6337
QuickSort,Almost,46700,3,6578
QuickSort,Almost,46700,4,6598
QuickSort,Almost,46700,5,6568
IntroSort,Almost,46700,1,3624
IntroSort,Almost,46700,2,3536
IntroSort,Almost,46700,3,3495
IntroSort,Almost,46700,4,3522
IntroSort,Almost,46700,5,3656
QuickSort,Almost,46800,1,6312
QuickSort,Almost,46800,2,6390
QuickSort,Almost,46800,3,6366
QuickSort,Almost,46800,4,6422
QuickSort,Almost,46800,5,6459
IntroSort,Almost,46800,1,3525
IntroSort,Almost,46800,2,3670
IntroSort,Almost,46800,3,3653
IntroSort,Almost,46800,4,3429
IntroSort,Almost,46800,5,3544
QuickSort,Almost,46900,1,6424
QuickSort,Almost,46900,2,6275
QuickSort,Almost,46900,3,6532
QuickSort,Almost,46900,4,6339
QuickSort,Almost,46900,5,6431
IntroSort,Almost,46900,1,3567
IntroSort,Almost,46900,2,3562
IntroSort,Almost,46900,3,3734
IntroSort,Almost,46900,4,3608
IntroSort,Almost,46900,5,3669
QuickSort,Almost,47000,1,6930
QuickSort,Almost,47000,2,6592
QuickSort,Almost,47000,3,6897
QuickSort,Almost,47000,4,6694
